Note,Score_duration,Time-Signature,Voice,Movement,Measure,Repeated
G4,0.25,4/4,B,1,14,0
B5,0.25,4/4,x,1,14,0
D♯5,0.25,4/4,x,1,14,0
E5,0.25,4/4,x,1,14,0
F♯4,0.25,4/4,B,1,14,0
A5,0.25,4/4,x,1,14,0
D♯4,0.25,4/4,B,1,14,0
A5,0.25,4/4,x,1,14,0
E4,0.25,4/4,B,1,14,0
G5,0.25,4/4,x,1,14,0
A♯4,0.25,4/4,B,1,14,0
G5,0.25,4/4,x,1,14,0
B4,0.25,4/4,x,1,15,0
G5,0.25,4/4,x,1,15,0
F♯5,0.5,4/4,x,1,15,0
0,0.25,4/4,.,1,15,0
A4,0.25,4/4,B,1,15,0
G♯4,0.25,4/4,B,1,15,0
B5,0.25,4/4,x,1,15,0
A4,0.25,4/4,B,1,15,0
C6,0.25,4/4,x,1,15,0
B4,0.25,4/4,B,1,15,0
B5,0.25,4/4,x,1,15,0
C5,0.25,4/4,x,1,15,0
A5,0.25,4/4,x,1,15,0
A4,0.25,4/4,x,1,15,0
A5,0.25,4/4,x,1,15,0
D♯5,0.25,4/4,x,1,16,0
B4,0.25,4/4,x,1,16,0
D♯5,0.25,4/4,x,1,16,0
A5,0.25,4/4,x,1,16,0
0,0.25,4/4,.,1,16,0
B5,0.25,4/4,x,1,16,0
G5,0.25,4/4,x,1,16,0
F♯5,0.25,4/4,x,1,16,0
G5,0.25,4/4,x,1,16,0
D♯5,0.25,4/4,x,1,16,0
E5,0.25,4/4,x,1,16,0
A4,0.25,4/4,x,1,16,0
B4,0.5,4/4,x,1,16,0
F♯5,0.5,4/4,x,1,16,0
E5,1.0,4/4,x,1,17,0
0,1.0,4/4,.,1,17,0
0,2.0,4/4,.,1,17,0
0,0.0,0,.,x,x,.
E4,1.5,12/8,u,2,18,0
F♯4,1.5,12/8,u,2,18,0
G4,0.5,12/8,u,2,18,0
E4,0.5,12/8,x,2,18,0
B4,0.5,12/8,x,2,18,0
G4,0.5,12/8,u,2,18,0
E4,0.5,12/8,x,2,18,0
C5,0.5,12/8,x,2,18,0
A4,0.5,12/8,u,2,19,0
F♯4,0.5,12/8,x,2,19,0
C5,0.5,12/8,x,2,19,0
A4,0.5,12/8,u,2,19,0
F♯4,0.5,12/8,x,2,19,0
B4,0.5,12/8,x,2,19,0
G4,0.5,12/8,u,2,19,0
E4,0.5,12/8,x,2,19,0
G4,0.5,12/8,x,2,19,0
B4,0.5,12/8,u,2,19,0
G4,0.5,12/8,x,2,19,0
B4,0.5,12/8,x,2,19,0
E5,0.5,12/8,u,2,20,0
F♯5,0.5,12/8,x,2,20,0
G5,0.5,12/8,x,2,20,0
C♯5,1.0,12/8,x,2,20,0
A5,0.5,12/8,x,2,20,0
D5,0.5,12/8,x,2,20,0
E5,0.5,12/8,x,2,20,0
F♯5,0.5,12/8,x,2,20,0
B4,1.0,12/8,x,2,20,0
G5,0.5,12/8,x,2,20,0
C♯5,0.5,12/8,x,2,21,0
D5,0.5,12/8,x,2,21,0
E5,0.5,12/8,x,2,21,0
A♯4,1.0,12/8,x,2,21,0
F♯5,0.5,12/8,x,2,21,0
B4,1.5,12/8,u,2,21,0
C♯5,1.5,12/8,u,2,21,0
D5,0.5,12/8,u,2,22,0
B4,0.5,12/8,x,2,22,0
F♯5,0.5,12/8,x,2,22,0
D5,0.5,12/8,u,2,22,0
B4,0.5,12/8,x,2,22,0
G5,0.5,12/8,x,2,22,0
E5,0.5,12/8,u,2,22,0
C♯5,0.5,12/8,x,2,22,0
G5,0.5,12/8,x,2,22,0
E5,0.5,12/8,u,2,22,0
C♯5,0.5,12/8,x,2,22,0
F♯5,0.5,12/8,x,2,22,0
D5,0.5,12/8,u,2,23,0
B4,0.5,12/8,x,2,23,0
D5,0.5,12/8,x,2,23,0
F♯5,0.5,12/8,u,2,23,0
D5,0.5,12/8,x,2,23,0
F♯5,0.5,12/8,x,2,23,0
B5,0.5,12/8,u,2,23,0
C♯6,0.5,12/8,x,2,23,0
D6,0.5,12/8,x,2,23,0
B4,1.0,12/8,x,2,23,0
A4,0.5,12/8,x,2,23,0
G♯4,0.5,12/8,x,2,24,0
B4,0.5,12/8,x,2,24,0
E5,0.5,12/8,x,2,24,0
D5,0.5,12/8,x,2,24,0
C5,0.5,12/8,x,2,24,0
B4,0.5,12/8,x,2,24,0
A5,0.5,12/8,x,2,24,0
B5,0.5,12/8,x,2,24,0
C6,0.5,12/8,x,2,24,0
A4,1.0,12/8,x,2,24,0
G4,0.5,12/8,x,2,24,0
F♯4,0.5,12/8,x,2,25,0
A4,0.5,12/8,x,2,25,0
D5,0.5,12/8,x,2,25,0
C5,0.5,12/8,x,2,25,0
B4,0.5,12/8,x,2,25,0
A4,0.5,12/8,x,2,25,0
G5,0.5,12/8,x,2,25,0
F♯5,0.5,12/8,x,2,25,0
G5,0.5,12/8,x,2,25,0
B4,0.5,12/8,x,2,25,0
D5,0.5,12/8,x,2,25,0
G5,0.5,12/8,x,2,25,0
G5,0.5,12/8,x,2,26,0
F♯5,0.5,12/8,x,2,26,0
G5,0.5,12/8,x,2,26,0
C5,0.5,12/8,x,2,26,0
E5,0.5,12/8,x,2,26,0
G5,0.5,12/8,x,2,26,0
G5,0.5,12/8,x,2,26,0
F♯5,0.5,12/8,x,2,26,0
G5,0.5,12/8,x,2,26,0
A4,0.5,12/8,x,2,26,0
A5,0.5,12/8,x,2,26,0
G5,0.5,12/8,x,2,26,0
F♯5,0.5,12/8,x,2,27,0
A5,0.5,12/8,x,2,27,0
D6,0.5,12/8,x,2,27,0
0,1.5,12/8,.,2,27,0
G4,1.5,12/8,u,2,27,0
A4,1.5,12/8,u,2,27,0
B4,0.5,12/8,u,2,28,0
G4,0.5,12/8,x,2,28,0
D5,0.5,12/8,x,2,28,0
B4,0.5,12/8,u,2,28,0
G4,0.5,12/8,x,2,28,0
E5,0.5,12/8,x,2,28,0
C5,0.5,12/8,u,2,28,0
A4,0.5,12/8,x,2,28,0
E5,0.5,12/8,x,2,28,0
C5,0.5,12/8,u,2,28,0
A4,0.5,12/8,x,2,28,0
D5,0.5,12/8,x,2,28,0
B4,0.5,12/8,u,2,29,0
G4,0.5,12/8,x,2,29,0
B4,0.5,12/8,x,2,29,0
D5,0.5,12/8,u,2,29,0
B4,0.5,12/8,x,2,29,0
D5,0.5,12/8,x,2,29,0
G5,0.5,12/8,u,2,29,0
F5,0.5,12/8,x,2,29,0
E5,0.5,12/8,x,2,29,0
F5,1.0,12/8,x,2,29,0
D6,0.5,12/8,x,2,29,0
E5,0.5,12/8,x,2,30,0
D5,0.5,12/8,x,2,30,0
C5,0.5,12/8,x,2,30,0
D5,1.0,12/8,x,2,30,0
B5,0.5,12/8,x,2,30,0
C5,0.5,12/8,x,2,30,0
E5,0.5,12/8,x,2,30,0
A5,0.5,12/8,x,2,30,0
B4,1.0,12/8,x,2,30,0
G5,0.5,12/8,x,2,30,0
A4,1.0,12/8,x,2,31,0
F5,0.5,12/8,x,2,31,0
G4,1.0,12/8,x,2,31,0
E5,0.5,12/8,x,2,31,0
F4,0.5,12/8,x,2,31,0
A4,0.5,12/8,x,2,31,0
D5,0.5,12/8,x,2,31,0
E4,1.0,12/8,x,2,31,0
C5,0.5,12/8,x,2,31,0
D4,0.5,12/8,x,2,32,0
C5,0.5,12/8,x,2,32,0
B4,0.5,12/8,x,2,32,0
C5,0.5,12/8,x,2,32,0
B4,0.5,12/8,x,2,32,0
A4,0.5,12/8,x,2,32,0
E4,0.5,12/8,x,2,32,0
G♯4,0.5,12/8,x,2,32,0
B4,0.5,12/8,x,2,32,0
0,1.5,12/8,.,2,32,0
A4,1.5,12/8,u,2,33,0
B4,1.5,12/8,u,2,33,0
C5,0.5,12/8,u,2,33,0
A4,0.5,12/8,x,2,33,0
E5,0.5,12/8,x,2,33,0
C5,0.5,12/8,u,2,33,0
A4,0.5,12/8,x,2,33,0
F5,0.5,12/8,x,2,33,0
D5,0.5,12/8,u,2,34,0
B4,0.5,12/8,x,2,34,0
F5,0.5,12/8,x,2,34,0
D5,0.5,12/8,u,2,34,0
B4,0.5,12/8,x,2,34,0
E5,0.5,12/8,x,2,34,0
C5,0.5,12/8,u,2,34,0
A4,0.5,12/8,x,2,34,0
C5,0.5,12/8,x,2,34,0
E5,0.5,12/8,u,2,34,0
C5,0.5,12/8,x,2,34,0
E5,0.5,12/8,x,2,34,0
A5,0.5,12/8,u,2,35,0
E5,0.5,12/8,x,2,35,0
A5,0.5,12/8,x,2,35,0
C6,1.5,12/8,x,2,35,0
B5,0.5,12/8,x,2,35,0
G♯5,0.5,12/8,x,2,35,0
A5,0.5,12/8,x,2,35,0
E5,0.5,12/8,x,2,35,0
A5,0.5,12/8,x,2,35,0
G♯5,0.5,12/8,x,2,35,0
A4,0.5,12/8,x,2,36,0
B4,0.5,12/8,x,2,36,0
C5,0.5,12/8,x,2,36,0
F♯4,0.5,12/8,x,2,36,0
G4,0.5,12/8,x,2,36,0
A4,0.5,12/8,x,2,36,0
D♯4,1.0,12/8,x,2,36,0
F♯5,0.5,12/8,x,2,36,0
B4,1.0,12/8,x,2,36,0
A4,0.5,12/8,x,2,36,0
E5,0.5,12/8,x,2,37,0
D♯5,0.5,12/8,x,2,37,0
E5,0.5,12/8,x,2,37,0
G4,0.5,12/8,x,2,37,0
B4,0.5,12/8,x,2,37,0
E5,0.5,12/8,x,2,37,0
E5,0.5,12/8,x,2,37,0
D♯5,0.5,12/8,x,2,37,0
E5,0.5,12/8,x,2,37,0
A4,0.5,12/8,x,2,37,0
C5,0.5,12/8,x,2,37,0
E5,0.5,12/8,x,2,37,0
E5,0.5,12/8,x,2,38,0
D♯5,0.5,12/8,x,2,38,0
E5,0.5,12/8,x,2,38,0
F♯4,0.5,12/8,x,2,38,0
F♯5,0.5,12/8,x,2,38,0
E5,0.5,12/8,x,2,38,0
D♯5,0.5,12/8,x,2,38,0
C♯5,0.5,12/8,x,2,38,0
B4,0.5,12/8,x,2,38,0
0,1.5,12/8,.,2,38,0
E5,1.5,12/8,u,2,39,0
F♯5,1.5,12/8,u,2,39,0
G5,0.5,12/8,u,2,39,0
E5,0.5,12/8,x,2,39,0
B5,0.5,12/8,x,2,39,0
G5,0.5,12/8,u,2,39,0
E5,0.5,12/8,x,2,39,0
C6,0.5,12/8,x,2,39,0
A5,0.5,12/8,u,2,40,0
F♯5,0.5,12/8,x,2,40,0
C6,0.5,12/8,x,2,40,0
A5,0.5,12/8,u,2,40,0
F♯5,0.5,12/8,x,2,40,0
B5,0.5,12/8,x,2,40,0
G5,0.5,12/8,u,2,40,0
E5,0.5,12/8,x,2,40,0
G5,0.5,12/8,x,2,40,0
B5,0.5,12/8,u,2,40,0
G5,0.5,12/8,x,2,40,0
B5,0.5,12/8,x,2,40,0
E6,1.0,12/8,u,2,41,0
G5,0.5,12/8,x,2,41,0
F♯5,1.0,12/8,x,2,41,0
D6,0.5,12/8,x,2,41,0
E5,0.5,12/8,x,2,41,0
G5,0.5,12/8,x,2,41,0
C6,0.5,12/8,x,2,41,0
D5,1.0,12/8,x,2,41,0
B5,0.5,12/8,x,2,41,0
C5,1.0,12/8,x,2,42,0
A5,0.5,12/8,x,2,42,0
B4,1.0,12/8,x,2,42,0
G5,0.5,12/8,x,2,42,0
A4,0.5,12/8,x,2,42,0
G5,0.5,12/8,x,2,42,0
F♯5,0.5,12/8,x,2,42,0
G5,0.5,12/8,x,2,42,0
F♯5,0.5,12/8,x,2,42,0
E5,0.5,12/8,x,2,42,0
B4,0.5,12/8,x,2,43,0
D♯5,0.5,12/8,x,2,43,0
E5,0.5,12/8,x,2,43,0
F♯5,0.5,12/8,x,2,43,0
G5,0.5,12/8,x,2,43,0
A5,0.5,12/8,x,2,43,0
E5,0.5,12/8,x,2,43,0
G5,0.5,12/8,x,2,43,0
E5,0.5,12/8,x,2,43,0
B4,0.5,12/8,x,2,43,0
F♯5,0.5,12/8,x,2,43,0
D♯5,0.5,12/8,x,2,43,0
0,0.5,12/8,.,2,44,0
0,0.5,12/8,.,2,44,0
E4,0.5,12/8,x,2,44,0
C5,0.5,12/8,x,2,44,0
B4,0.5,12/8,x,2,44,0
C5,0.5,12/8,x,2,44,0
D♯4,1.0,12/8,x,2,44,0
C5,0.5,12/8,x,2,44,0
B4,0.5,12/8,x,2,44,0
A♯4,0.5,12/8,x,2,44,0
B4,0.5,12/8,x,2,44,0
0,0.5,12/8,.,2,45,0
0,0.5,12/8,.,2,45,0
E4,0.5,12/8,x,2,45,0
C5,0.5,12/8,x,2,45,0
B4,0.5,12/8,x,2,45,0
C5,0.5,12/8,x,2,45,0
D♯4,1.0,12/8,x,2,45,0
C5,0.5,12/8,x,2,45,0
B4,0.5,12/8,x,2,45,0
A♯4,0.5,12/8,x,2,45,0
B4,0.5,12/8,x,2,45,0
0,0.5,12/8,.,2,46,0
A5,0.5,12/8,x,2,46,0
B5,0.5,12/8,x,2,46,0
C6,0.5,12/8,x,2,46,0
B5,0.5,12/8,x,2,46,0
A5,0.5,12/8,x,2,46,0
G5,0.5,12/8,x,2,46,0
F♯5,0.5,12/8,x,2,46,0
E5,0.5,12/8,x,2,46,0
B4,0.5,12/8,x,2,46,0
F♯5,0.5,12/8,x,2,46,0
D♯5,0.5,12/8,x,2,46,0
E4,0.5,12/8,x,2,47,0
B4,0.5,12/8,x,2,47,0
E5,0.5,12/8,x,2,47,0
B4,0.5,12/8,x,2,47,0
D♯5,0.5,12/8,x,2,47,0
F♯5,0.5,12/8,x,2,47,0
E5,0.5,12/8,x,2,47,0
F♯5,0.5,12/8,x,2,47,0
G5,0.5,12/8,x,2,47,0
B4,0.5,12/8,x,2,47,0
D♯5,0.5,12/8,x,2,47,0
F♯5,0.5,12/8,x,2,47,0
G4,0.5,12/8,B,2,48,0
B5,0.5,12/8,x,2,48,0
E5,0.5,12/8,x,2,48,0
B4,0.5,12/8,x,2,48,0
F♯5,0.5,12/8,x,2,48,0
D♯5,0.5,12/8,x,2,48,0
E4,1.5,12/8,x,2,48,0
0,1.5,12/8,.,2,48,0
0,0.0,0,.,x,x,.
B4,0.5,3/4,x,3,49,0
C5,1.0,3/4,x,3,49,0
A4,0.5,3/4,x,3,49,0
D5,1.0,3/4,x,3,49,0
G4,0.5,3/4,x,3,50,0
A4,1.0,3/4,x,3,50,0
F♯4,0.5,3/4,x,3,50,0
B4,1.0,3/4,x,3,50,0
E4,0.5,3/4,x,3,51,0
E5,1.0,3/4,x,3,51,0
D5,0.25,3/4,x,3,51,0
C5,0.25,3/4,x,3,51,0
B4,0.5,3/4,x,3,51,0
A4,0.5,3/4,x,3,51,0
G4,0.5,3/4,x,3,52,0
E4,0.75,3/4,x,3,52,0
F♯4,0.25,3/4,x,3,52,0
G4,0.25,3/4,x,3,52,0
A4,0.25,3/4,x,3,52,0
B4,0.5,3/4,x,3,52,0
E4,0.5,3/4,x,3,52,0
B4,0.5,3/4,x,3,53,0
C5,1.0,3/4,x,3,53,0
A4,0.5,3/4,x,3,53,0
D5,1.0,3/4,x,3,53,0
G4,0.5,3/4,x,3,54,0
A4,1.0,3/4,x,3,54,0
F♯4,0.5,3/4,x,3,54,0
B4,1.0,3/4,x,3,54,0
E4,0.5,3/4,x,3,55,0
E5,1.0,3/4,x,3,55,0
D5,0.25,3/4,x,3,55,0
C5,0.25,3/4,x,3,55,0
B4,0.5,3/4,x,3,55,0
A4,0.5,3/4,x,3,55,0
G4,0.5,3/4,x,3,56,0
G5,0.5,3/4,x,3,56,0
G4,1.0,3/4,x,3,56,0
0,1.0,3/4,.,3,56,0
B4,0.5,3/4,x,3,49,1
C5,1.0,3/4,x,3,49,1
A4,0.5,3/4,x,3,49,1
D5,1.0,3/4,x,3,49,1
G4,0.5,3/4,x,3,50,1
A4,1.0,3/4,x,3,50,1
F♯4,0.5,3/4,x,3,50,1
B4,1.0,3/4,x,3,50,1
E4,0.5,3/4,x,3,51,1
E5,1.0,3/4,x,3,51,1
D5,0.25,3/4,x,3,51,1
C5,0.25,3/4,x,3,51,1
B4,0.5,3/4,x,3,51,1
A4,0.5,3/4,x,3,51,1
G4,0.5,3/4,x,3,52,1
E4,0.75,3/4,x,3,52,1
F♯4,0.25,3/4,x,3,52,1
G4,0.25,3/4,x,3,52,1
A4,0.25,3/4,x,3,52,1
B4,0.5,3/4,x,3,52,1
E4,0.5,3/4,x,3,52,1
B4,0.5,3/4,x,3,53,1
C5,1.0,3/4,x,3,53,1
A4,0.5,3/4,x,3,53,1
D5,1.0,3/4,x,3,53,1
G4,0.5,3/4,x,3,54,1
A4,1.0,3/4,x,3,54,1
F♯4,0.5,3/4,x,3,54,1
B4,1.0,3/4,x,3,54,1
E4,0.5,3/4,x,3,55,1
E5,1.0,3/4,x,3,55,1
D5,0.25,3/4,x,3,55,1
C5,0.25,3/4,x,3,55,1
B4,0.5,3/4,x,3,55,1
A4,0.5,3/4,x,3,55,1
G4,0.5,3/4,x,3,56,1
G5,0.5,3/4,x,3,56,1
G4,1.0,3/4,x,3,56,1
0,1.0,3/4,.,3,56,1
B4,0.5,3/4,x,3,57,0
G4,0.75,3/4,x,3,57,0
A4,0.25,3/4,x,3,57,0
B4,0.25,3/4,x,3,57,0
C♯5,0.25,3/4,x,3,57,0
D5,0.5,3/4,x,3,57,0
E5,0.25,3/4,x,3,57,0
C♯5,0.25,3/4,x,3,57,0
D5,0.5,3/4,x,3,58,0
A4,0.75,3/4,x,3,58,0
B4,0.25,3/4,x,3,58,0
C♯5,0.25,3/4,x,3,58,0
D5,0.25,3/4,x,3,58,0
E5,0.5,3/4,x,3,58,0
A4,0.5,3/4,x,3,58,0
F♯5,0.5,3/4,x,3,59,0
B5,1.0,3/4,x,3,59,0
A5,1.0,3/4,x,3,59,0
G5,1.0,3/4,x,3,59,0
F♯5,0.25,3/4,x,3,60,0
E5,0.25,3/4,x,3,60,0
F♯5,0.5,3/4,x,3,60,0
D5,0.25,3/4,x,3,60,0
C♯5,0.25,3/4,x,3,60,0
D5,0.5,3/4,x,3,60,0
D4,0.5,3/4,B,3,60,0
C♯5,0.5,3/4,x,3,61,0
G5,1.0,3/4,x,3,61,0
E5,0.5,3/4,x,3,61,0
C♯5,0.5,3/4,x,3,61,0
E5,0.5,3/4,x,3,61,0
A♯4,0.5,3/4,x,3,62,0
F♯5,1.0,3/4,x,3,62,0
E5,1.0,3/4,x,3,62,0
D5,0.25,3/4,x,3,62,0
C♯5,0.25,3/4,x,3,62,0
D5,0.5,3/4,x,3,63,0
C♯5,0.25,3/4,x,3,63,0
D5,0.25,3/4,x,3,63,0
B4,0.5,3/4,x,3,63,0
C♯5,0.5,3/4,x,3,63,0
F♯4,0.5,3/4,x,3,63,0
A♯4,0.5,3/4,x,3,63,0
B4,0.5,3/4,B,3,64,0
B5,0.5,3/4,x,3,64,0
B4,1.0,3/4,x,3,64,0
0,0.5,3/4,.,3,64,0
A4,0.5,3/4,x,3,64,0
G♯4,0.5,3/4,B,3,65,0
D5,0.25,3/4,x,3,65,0
C♯5,0.25,3/4,x,3,65,0
D5,0.25,3/4,x,3,65,0
C♯5,0.25,3/4,x,3,65,0
D5,0.5,3/4,x,3,65,0
E4,0.5,3/4,B,3,65,0
D5,0.5,3/4,x,3,65,0
A4,0.5,3/4,x,3,66,0
C♯5,0.25,3/4,x,3,66,0
B4,0.25,3/4,x,3,66,0
C♯5,0.5,3/4,x,3,66,0
A4,0.5,3/4,x,3,66,0
C♯5,0.5,3/4,x,3,66,0
E5,0.5,3/4,x,3,66,0
A♯4,0.5,3/4,x,3,67,0
E5,0.25,3/4,x,3,67,0
D♯5,0.25,3/4,x,3,67,0
E5,0.25,3/4,x,3,67,0
D♯5,0.25,3/4,x,3,67,0
E5,0.5,3/4,x,3,67,0
F♯4,0.5,3/4,B,3,67,0
